counter,defense,c_fraction,tip_probability,mean_defection_rate
decapitation,distributed_leadership,0.09699999999999999,1.0,0.723789152024446
decapitation,distributed_leadership,0.10666666666666665,1.0,0.7561317183951551
decapitation,distributed_leadership,0.11633333333333332,1.0,0.7751762940735185
decapitation,distributed_leadership,0.126,1.0,0.802639405204461
decapitation,distributed_leadership,0.13566666666666666,1.0,0.8219012527634487
decapitation,distributed_leadership,0.14533333333333331,1.0,0.8471439006574141
decapitation,distributed_leadership,0.155,1.0,0.8813468501086169
decapitation,distributed_leadership,0.16466666666666666,1.0,0.8975735821966978
decapitation,distributed_leadership,0.1743333333333333,1.0,0.9097010676156585
decapitation,distributed_leadership,0.184,1.0,0.9222425952045135
decapitation,distributed_leadership,0.19366666666666665,1.0,0.9289790209790211
decapitation,distributed_leadership,0.2033333333333333,1.0,0.9412898751733704
decapitation,distributed_leadership,0.213,1.0,0.944876203576341
decapitation,distributed_leadership,0.22266666666666665,1.0,0.950518417462483
decapitation,distributed_leadership,0.2323333333333333,1.0,0.9513058186738835
decapitation,distributed_leadership,0.242,1.0,0.9578389261744966
decapitation,distributed_leadership,0.25166666666666665,1.0,0.9634753661784287
decapitation,distributed_leadership,0.2613333333333333,1.0,0.9687582562747687
decapitation,distributed_leadership,0.27099999999999996,1.0,0.9680144167758846
decapitation,distributed_leadership,0.2806666666666666,1.0,0.9750520156046815
decapitation,distributed_leadership,0.29033333333333333,1.0,0.9787677419354839
decapitation,distributed_leadership,0.3,1.0,0.9797120921305182
decapitation,redundant_channels,0.01,0.0,0.29183333333333333
decapitation,redundant_channels,0.019666666666666666,0.16,0.5054620462046204
decapitation,redundant_channels,0.02933333333333333,1.0,0.6098692810457517
decapitation,redundant_channels,0.039,1.0,0.6147977346278317
decapitation,redundant_channels,0.048666666666666664,1.0,0.6224038461538461
decapitation,redundant_channels,0.05833333333333333,1.0,0.6443174603174604
decapitation,redundant_channels,0.06799999999999999,1.0,0.6530738993710693
decapitation,redundant_channels,0.07766666666666665,1.0,0.6795097276264592
decapitation,redundant_channels,0.08733333333333332,1.0,0.6903084040092522
decapitation,redundant_channels,0.09699999999999999,1.0,0.7144003055767761
decapitation,redundant_channels,0.10666666666666665,1.0,0.7425056775170326
decapitation,redundant_channels,0.11633333333333332,1.0,0.759939984996249
decapitation,redundant_channels,0.126,1.0,0.798825278810409
decapitation,redundant_channels,0.13566666666666666,1.0,0.8178334561532794
decapitation,redundant_channels,0.14533333333333331,1.0,0.8471585098612127
decapitation,redundant_channels,0.155,1.0,0.8845981173062996
decapitation,redundant_channels,0.16466666666666666,1.0,0.9082914572864321
decapitation,redundant_channels,0.1743333333333333,1.0,0.9316868327402135
decapitation,redundant_channels,0.184,1.0,0.9473483779971791
decapitation,redundant_channels,0.19366666666666665,1.0,0.9494615384615385
decapitation,redundant_channels,0.2033333333333333,1.0,0.9629819694868239
decapitation,redundant_channels,0.213,1.0,0.9627097661623109
decapitation,redundant_channels,0.22266666666666665,1.0,0.9689017735334245
decapitation,redundant_channels,0.2323333333333333,1.0,0.9683626522327471
decapitation,redundant_channels,0.242,1.0,0.9709865771812081
decapitation,redundant_channels,0.25166666666666665,1.0,0.9763448735019974
decapitation,redundant_channels,0.2613333333333333,1.0,0.9785931307793925
decapitation,redundant_channels,0.27099999999999996,1.0,0.9808781127129751
decapitation,redundant_channels,0.2806666666666666,1.0,0.9820481144343303
decapitation,redundant_channels,0.29033333333333333,1.0,0.9846258064516128
decapitation,redundant_channels,0.3,1.0,0.9842354446577097
decapitation,alternative_interdependence,0.01,0.0,0.34180000000000005
decapitation,alternative_interdependence,0.019666666666666666,0.35,0.5250660066006602
decapitation,alternative_interdependence,0.02933333333333333,1.0,0.6241993464052288
decapitation,alternative_interdependence,0.039,1.0,0.6257119741100323
decapitation,alternative_interdependence,0.048666666666666664,1.0,0.6386217948717949
decapitation,alternative_interdependence,0.05833333333333333,1.0,0.6954206349206351
decapitation,alternative_interdependence,0.06799999999999999,1.0,0.728883647798742
decapitation,alternative_interdependence,0.07766666666666665,1.0,0.8427548638132296
decapitation,alternative_interdependence,0.08733333333333332,1.0,0.8765767154973014
decapitation,alternative_interdependence,0.09699999999999999,1.0,0.9162566844919786
decapitation,alternative_interdependence,0.10666666666666665,1.0,0.9505980317940953
decapitation,alternative_interdependence,0.11633333333333332,1.0,0.9519579894973744
decapitation,alternative_interdependence,0.126,1.0,0.9652342007434944
decapitation,alternative_interdependence,0.13566666666666666,1.0,0.9666985998526162
decapitation,alternative_interdependence,0.14533333333333331,1.0,0.9725127830533237
decapitation,alternative_interdependence,0.155,1.0,0.9753077480086892
decapitation,alternative_interdependence,0.16466666666666666,1.0,0.9784278535534817
decapitation,alternative_interdependence,0.1743333333333333,1.0,0.9810533807829184
decapitation,alternative_interdependence,0.184,1.0,0.9808110014104372
decapitation,alternative_interdependence,0.19366666666666665,1.0,0.9822867132867134
decapitation,alternative_interdependence,0.2033333333333333,1.0,0.9838973647711513
decapitation,alternative_interdependence,0.213,1.0,0.9851031636863824
decapitation,alternative_interdependence,0.22266666666666665,1.0,0.9857980900409278
decapitation,alternative_interdependence,0.2323333333333333,1.0,0.9868470906630583
decapitation,alternative_interdependence,0.242,1.0,0.9873221476510067
decapitation,alternative_interdependence,0.25166666666666665,1.0,0.9883089214380826
decapitation,alternative_interdependence,0.2613333333333333,1.0,0.9893791281373845
decapitation,alternative_interdependence,0.27099999999999996,1.0,0.990327653997379
decapitation,alternative_interdependence,0.2806666666666666,1.0,0.990890767230169
decapitation,alternative_interdependence,0.29033333333333333,1.0,0.9918064516129036
decapitation,alternative_interdependence,0.3,1.0,0.9920409468969927
