c_fraction,strategy,system_tipped,final_defection_rate,steps_to_equilibrium,first_pillar_tip_step,cascade_start_step,all_tipped_step,pillar_0_tipped,pillar_0_rate,pillar_1_tipped,pillar_1_rate,pillar_2_tipped,pillar_2_rate,pillar_3_tipped,pillar_3_rate,pillar_4_tipped,pillar_4_rate
0.005,sequential,False,0.005573248407643312,16,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.005573248407643312,17,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,18,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,16,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.011146496815286623,17,,,,False,0.06310679611650485,False,0.0,False,0.0,False,0.0,False,0.01
0.005,sequential,False,0.00875796178343949,17,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.005573248407643312,16,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,19,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,16,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.005573248407643312,16,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.009554140127388535,16,,,,False,0.05825242718446602,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.004777070063694267,16,,,,False,0.02912621359223301,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007961783439490446,16,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.004777070063694267,16,,,,False,0.02912621359223301,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.009554140127388535,18,,,,False,0.05825242718446602,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,18,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,17,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,18,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007961783439490446,17,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.009554140127388535,17,,,,False,0.05825242718446602,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.009554140127388535,16,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.03
0.005,sequential,False,0.005573248407643312,16,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.004777070063694267,16,,,,False,0.02912621359223301,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.005573248407643312,17,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,18,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,16,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007961783439490446,16,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,17,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,17,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,17,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,16,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.011146496815286623,17,,,,False,0.06796116504854369,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,16,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,16,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,18,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.010350318471337579,17,,,,False,0.06310679611650485,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,16,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.005573248407643312,16,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007961783439490446,16,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.004777070063694267,16,,,,False,0.02912621359223301,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.005573248407643312,17,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.005573248407643312,16,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007961783439490446,16,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,18,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,18,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.009554140127388535,18,,,,False,0.05825242718446602,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.009554140127388535,17,,,,False,0.05825242718446602,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,17,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,17,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,17,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007961783439490446,16,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,17,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,18,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.01
0.005,sequential,False,0.005573248407643312,16,,,,False,0.03398058252427184,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007165605095541401,17,,,,False,0.043689320388349516,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.007961783439490446,16,,,,False,0.04854368932038835,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.01194267515923567,17,,,,False,0.07281553398058252,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.01194267515923567,17,,,,False,0.07281553398058252,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.013535031847133758,18,,,,False,0.07766990291262135,False,0.0,False,0.0,False,0.0,False,0.01
0.005,sequential,False,0.009554140127388535,18,,,,False,0.05825242718446602,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,18,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,18,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.006369426751592357,16,,,,False,0.038834951456310676,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.00875796178343949,17,,,,False,0.05339805825242718,False,0.0,False,0.0,False,0.0,False,0.0
0.005,sequential,False,0.011146496815286623,20,,,,False,0.06310679611650485,False,0.0,False,0.0,False,0.0,False,0.01
0.005,sequential,False,0.009554140127388535,16,,,,False,0.05825242718446602,False,0.0,False,0.0,False,0.0,False,0.0
