scenario,c_fraction,system_tipped,final_defection_rate,steps_to_equilibrium
no_coupling,0.01,False,0.028526148969889066,26
no_coupling,0.01,False,0.01901743264659271,22
no_coupling,0.01,False,0.04120443740095087,27
no_coupling,0.01,False,0.017432646592709985,25
no_coupling,0.01,False,0.01584786053882726,23
no_coupling,0.01,False,0.030110935023771792,28
no_coupling,0.01,False,0.01664025356576862,22
no_coupling,0.01,False,0.022187004754358162,24
no_coupling,0.01,False,0.02456418383518225,24
no_coupling,0.01,False,0.012678288431061807,22
no_coupling,0.01,False,0.02377179080824089,23
no_coupling,0.01,False,0.011885895404120444,23
no_coupling,0.01,False,0.017432646592709985,24
no_coupling,0.01,False,0.01584786053882726,24
no_coupling,0.01,False,0.015055467511885896,23
no_coupling,0.01,False,0.019809825673534072,22
no_coupling,0.01,False,0.01584786053882726,23
no_coupling,0.01,False,0.011885895404120444,22
no_coupling,0.01,False,0.022187004754358162,23
no_coupling,0.01,False,0.015055467511885896,23
no_coupling,0.01,False,0.022187004754358162,24
no_coupling,0.01,False,0.014263074484944533,22
no_coupling,0.01,False,0.022187004754358162,24
no_coupling,0.01,False,0.01584786053882726,22
no_coupling,0.01,False,0.01901743264659271,23
no_coupling,0.01,False,0.02456418383518225,26
no_coupling,0.01,False,0.014263074484944533,23
no_coupling,0.01,False,0.01584786053882726,22
no_coupling,0.01,False,0.020602218700475437,23
no_coupling,0.01,False,0.01584786053882726,24
no_coupling,0.01,False,0.017432646592709985,23
no_coupling,0.01,False,0.16798732171156894,37
no_coupling,0.01,False,0.022187004754358162,28
no_coupling,0.01,False,0.01584786053882726,24
no_coupling,0.019666666666666666,False,0.06043956043956044,37
no_coupling,0.019666666666666666,False,0.05102040816326531,36
no_coupling,0.019666666666666666,False,0.05259026687598116,38
no_coupling,0.019666666666666666,False,0.05102040816326531,35
no_coupling,0.019666666666666666,False,0.17582417582417584,36
no_coupling,0.019666666666666666,False,0.17582417582417584,50
no_coupling,0.019666666666666666,False,0.17582417582417584,40
no_coupling,0.019666666666666666,False,0.06750392464678179,36
no_coupling,0.019666666666666666,False,0.17582417582417584,44
no_coupling,0.01,False,0.012678288431061807,22
no_coupling,0.019666666666666666,False,0.03610675039246468,37
no_coupling,0.019666666666666666,False,0.044740973312401885,35
no_coupling,0.019666666666666666,False,0.03924646781789639,34
no_coupling,0.019666666666666666,False,0.04709576138147567,36
no_coupling,0.019666666666666666,False,0.0282574568288854,34
no_coupling,0.019666666666666666,False,0.17582417582417584,43
no_coupling,0.019666666666666666,False,0.054945054945054944,39
no_coupling,0.019666666666666666,False,0.05023547880690738,36
no_coupling,0.019666666666666666,False,0.17582417582417584,39
no_coupling,0.019666666666666666,False,0.04866562009419152,39
no_coupling,0.019666666666666666,False,0.030612244897959183,34
no_coupling,0.019666666666666666,False,0.040031397174254316,36
no_coupling,0.019666666666666666,False,0.058084772370486655,38
no_coupling,0.019666666666666666,False,0.08555729984301413,40
no_coupling,0.019666666666666666,False,0.17582417582417584,42
